-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Latitude  33.4484   Longitude -112.074 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 494.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS50M,WD50M,T2M
2020,1,1,0,0.0,7.27,51.1,4.35
2020,1,1,1,0.0,7.16,57.5,3.93
2020,1,1,2,0.0,7.32,62.9,3.61
2020,1,1,3,0.0,7.3,67.8,3.36
2020,1,1,4,0.0,6.99,69.4,3.14
2020,1,1,5,0.0,6.55,73.9,2.98
2020,1,1,6,0.0,6.31,84.7,2.82
2020,1,1,7,5.55,5.27,83.6,2.87
2020,1,1,8,122.7,4.52,83.5,6.02
2020,1,1,9,291.48,3.1,106.7,9.6
2020,1,1,10,423.77,2.15,148.3,12.14
2020,1,1,11,514.53,1.05,222.3,14.04
2020,1,1,12,564.55,2.21,271.0,15.41
2020,1,1,13,528.67,2.29,270.5,15.93
2020,1,1,14,430.23,2.89,255.0,15.93
2020,1,1,15,287.38,4.16,243.0,15.13
2020,1,1,16,127.55,3.59,257.6,12.81
2020,1,1,17,8.9,3.3,301.2,10.13
2020,1,1,18,0.0,2.44,300.8,9.71
2020,1,1,19,0.0,1.63,250.2,9.81
2020,1,1,20,0.0,2.21,214.1,9.09
2020,1,1,21,0.0,2.61,211.9,8.06
2020,1,1,22,0.0,2.53,229.5,7.62
2020,1,1,23,0.0,1.91,258.8,7.52
2020,1,2,0,0.0,1.05,274.4,7.57
2020,1,2,1,0.0,0.46,261.2,7.06
2020,1,2,2,0.0,0.63,221.8,6.49
2020,1,2,3,0.0,1.39,214.1,5.38
2020,1,2,4,0.0,1.72,220.7,4.66
2020,1,2,5,0.0,1.56,226.8,4.39
2020,1,2,6,0.0,0.98,237.1,4.43
2020,1,2,7,5.93,0.52,331.5,3.99
2020,1,2,8,133.93,0.99,45.0,5.6
2020,1,2,9,317.75,2.02,44.6,8.39
2020,1,2,10,469.38,4.25,41.4,11.47
2020,1,2,11,507.71,4.24,36.0,13.76
2020,1,2,12,606.95,3.54,16.1,15.35
2020,1,2,13,579.62,3.38,354.6,16.24
2020,1,2,14,489.85,3.7,339.1,16.6
2020,1,2,15,339.45,3.88,323.6,16.37
2020,1,2,16,154.62,3.82,298.1,13.78
2020,1,2,17,11.57,4.33,283.2,10.27
2020,1,2,18,0.0,4.26,287.5,9.27
2020,1,2,19,0.0,3.68,299.5,8.9
2020,1,2,20,0.0,2.47,332.8,8.7
2020,1,2,21,0.0,2.62,31.8,7.59
2020,1,2,22,0.0,3.92,58.3,6.37
2020,1,2,23,0.0,5.23,66.1,5.34
2020,1,3,0,0.0,6.32,67.7,4.28
2020,1,3,1,0.0,6.91,66.2,3.45
2020,1,3,2,0.0,6.67,63.5,2.9
2020,1,3,3,0.0,5.96,61.3,2.47
2020,1,3,4,0.0,5.35,58.8,2.15
2020,1,3,5,0.0,4.92,54.9,1.97
2020,1,3,6,0.0,4.56,49.8,1.96
2020,1,3,7,5.9,4.23,46.5,2.1
2020,1,3,8,130.93,4.27,43.1,4.87
2020,1,3,9,308.52,3.94,49.8,8.31
2020,1,3,10,455.65,3.98,63.6,11.33
2020,1,3,11,540.72,2.83,71.1,13.77
2020,1,3,12,557.22,1.1,45.0,16.0
2020,1,3,13,558.55,1.09,312.0,17.54
2020,1,3,14,464.9,1.37,293.2,17.9
2020,1,3,15,327.35,1.33,269.1,17.61
2020,1,3,16,149.73,2.42,237.2,15.12
2020,1,3,17,11.52,2.94,237.5,12.09
2020,1,3,18,0.0,2.1,253.4,11.76
2020,1,3,19,0.0,1.44,304.2,11.62
2020,1,3,20,0.0,2.17,347.5,10.42
2020,1,3,21,0.0,3.11,9.1,8.94
2020,1,3,22,0.0,4.21,26.5,7.22
2020,1,3,23,0.0,5.59,40.0,6.01
2020,1,4,0,0.0,6.88,49.9,5.14
2020,1,4,1,0.0,7.63,56.6,4.55
2020,1,4,2,0.0,7.83,61.6,4.11
2020,1,4,3,0.0,7.75,64.8,3.75
2020,1,4,4,0.0,7.58,65.4,3.5
2020,1,4,5,0.0,7.51,65.2,3.34
2020,1,4,6,0.0,7.55,65.6,3.26
2020,1,4,7,4.8,7.66,68.4,3.42
2020,1,4,8,115.78,7.37,71.5,6.9
2020,1,4,9,279.02,5.45,73.4,10.5
2020,1,4,10,436.92,4.3,91.7,14.09
2020,1,4,11,556.0,3.51,97.9,16.88
2020,1,4,12,603.25,2.7,100.7,18.83
2020,1,4,13,573.45,2.06,102.1,19.89
2020,1,4,14,483.08,1.57,104.4,20.28
2020,1,4,15,339.88,1.03,106.9,19.97
2020,1,4,16,159.93,0.13,175.6,18.37
2020,1,4,17,13.1,0.9,314.5,16.23
2020,1,4,18,0.0,1.94,344.2,14.26
2020,1,4,19,0.0,2.97,7.1,12.32
2020,1,4,20,0.0,3.88,27.8,10.59
2020,1,4,21,0.0,4.58,44.6,9.31
2020,1,4,22,0.0,5.09,58.0,8.4
2020,1,4,23,0.0,5.56,66.5,7.63
2020,1,5,0,0.0,5.91,71.7,7.03
2020,1,5,1,0.0,6.05,75.6,6.55
2020,1,5,2,0.0,6.0,77.4,6.12
2020,1,5,3,0.0,5.82,77.0,5.76
2020,1,5,4,0.0,5.54,75.5,5.49
2020,1,5,5,0.0,5.55,72.9,5.19
2020,1,5,6,0.0,5.76,71.8,4.84
2020,1,5,7,4.78,5.79,74.6,4.82
2020,1,5,8,119.22,5.57,78.3,8.01
2020,1,5,9,295.55,4.26,81.9,12.39
2020,1,5,10,444.05,3.35,101.0,15.45
2020,1,5,11,562.15,2.4,111.5,17.75
2020,1,5,12,600.1,1.09,116.1,19.57
2020,1,5,13,575.42,0.48,286.9,20.84
2020,1,5,14,478.67,1.57,296.4,21.21
2020,1,5,15,329.48,2.07,299.9,20.56
2020,1,5,16,155.25,2.52,288.3,17.64
2020,1,5,17,13.6,2.99,284.9,14.66
2020,1,5,18,0.0,3.33,292.4,13.12
2020,1,5,19,0.0,3.3,305.5,12.23
2020,1,5,20,0.0,3.11,319.2,11.65
2020,1,5,21,0.0,2.64,332.8,11.44
2020,1,5,22,0.0,2.21,354.3,11.09
2020,1,5,23,0.0,2.34,30.3,9.9
2020,1,6,0,0.0,3.46,51.6,7.95
2020,1,6,1,0.0,5.14,57.4,6.48
2020,1,6,2,0.0,6.4,58.1,5.58
2020,1,6,3,0.0,7.33,55.4,5.16
2020,1,6,4,0.0,8.03,52.6,4.94
2020,1,6,5,0.0,8.48,53.1,4.53
2020,1,6,6,0.0,8.67,55.0,4.16
2020,1,6,7,6.05,8.47,54.1,3.95
2020,1,6,8,138.0,7.62,51.7,7.07
2020,1,6,9,327.02,5.74,50.3,10.25
2020,1,6,10,483.12,6.65,57.0,13.78
2020,1,6,11,587.33,7.04,56.5,16.93
2020,1,6,12,626.83,6.66,53.0,18.99
2020,1,6,13,599.55,6.32,50.6,19.99
2020,1,6,14,508.38,5.82,47.0,20.24
2020,1,6,15,362.3,4.99,40.7,19.57
2020,1,6,16,176.93,4.61,32.0,15.89
2020,1,6,17,16.48,5.06,27.8,11.88
2020,1,6,18,0.0,5.66,28.7,10.01
2020,1,6,19,0.0,6.56,34.4,8.45
2020,1,6,20,0.0,8.14,41.9,7.21
2020,1,6,21,0.0,9.57,47.7,6.54
2020,1,6,22,0.0,10.24,51.6,6.21
2020,1,6,23,0.0,10.42,53.7,5.82
2020,1,7,0,0.0,10.59,54.0,5.75
2020,1,7,1,0.0,10.64,53.8,5.83
2020,1,7,2,0.0,10.77,53.8,5.94
2020,1,7,3,0.0,10.71,53.5,5.9
2020,1,7,4,0.0,10.43,52.5,5.57
2020,1,7,5,0.0,10.02,50.9,5.24
2020,1,7,6,0.0,9.67,50.8,5.0
2020,1,7,7,6.0,9.73,51.3,5.16
2020,1,7,8,126.85,9.25,53.5,8.61
2020,1,7,9,304.0,7.01,53.9,11.85
2020,1,7,10,442.6,5.05,62.5,15.32
2020,1,7,11,536.67,4.97,91.0,19.46
2020,1,7,12,579.12,4.35,99.9,21.27
2020,1,7,13,548.38,4.09,101.4,22.1
2020,1,7,14,477.05,3.79,101.3,22.3
2020,1,7,15,316.85,3.03,103.0,21.27
2020,1,7,16,145.75,2.09,101.8,18.9
2020,1,7,17,11.65,1.81,82.0,17.72
2020,1,7,18,0.0,2.42,61.8,16.63
2020,1,7,19,0.0,3.36,57.3,15.1
2020,1,7,20,0.0,4.42,63.3,13.63
2020,1,7,21,0.0,5.47,75.3,12.18
2020,1,7,22,0.0,6.47,86.1,10.73
2020,1,7,23,0.0,7.38,90.9,9.49
2020,1,8,0,0.0,8.23,91.5,8.59
2020,1,8,1,0.0,8.72,90.7,7.71
2020,1,8,2,0.0,9.06,88.4,7.19
2020,1,8,3,0.0,9.22,87.5,6.86
2020,1,8,4,0.0,9.32,88.7,6.66
2020,1,8,5,0.0,9.45,91.3,6.31
2020,1,8,6,0.0,9.58,95.4,6.13
2020,1,8,7,5.82,9.56,99.4,6.2
2020,1,8,8,135.88,8.77,102.6,8.41
2020,1,8,9,324.17,6.72,106.2,10.92
2020,1,8,10,480.9,5.19,138.2,13.74
2020,1,8,11,585.28,4.4,178.4,16.11
2020,1,8,12,622.1,4.47,208.3,17.89
2020,1,8,13,596.35,4.56,227.0,18.62
2020,1,8,14,505.45,4.76,238.7,18.62
2020,1,8,15,360.15,4.91,246.1,17.9
2020,1,8,16,176.4,4.39,255.4,15.15
2020,1,8,17,17.02,3.64,263.4,11.88
2020,1,8,18,0.0,2.81,265.1,11.57
2020,1,8,19,0.0,1.9,263.7,11.73
2020,1,8,20,0.0,1.14,260.9,11.97
2020,1,8,21,0.0,0.61,237.1,12.1
2020,1,8,22,0.0,0.88,179.3,12.01
2020,1,8,23,0.0,1.54,169.1,10.73
2020,1,9,0,0.0,2.13,164.8,9.49
2020,1,9,1,0.0,2.45,168.5,8.82
2020,1,9,2,0.0,2.84,165.5,7.83
2020,1,9,3,0.0,3.06,159.3,7.38
2020,1,9,4,0.0,3.22,152.0,7.07
2020,1,9,5,0.0,3.17,151.3,6.88
2020,1,9,6,0.0,3.14,157.5,6.84
2020,1,9,7,3.28,3.78,165.6,6.41
2020,1,9,8,105.9,4.21,171.8,7.23
2020,1,9,9,272.73,4.06,175.9,10.15
2020,1,9,10,420.45,3.98,195.9,12.64
2020,1,9,11,535.03,4.55,214.1,14.62
2020,1,9,12,549.92,5.42,224.8,15.54
2020,1,9,13,501.17,6.19,234.1,15.79
2020,1,9,14,402.88,6.78,239.2,15.83
2020,1,9,15,258.23,6.86,243.4,15.24
2020,1,9,16,122.88,6.3,245.5,13.4
2020,1,9,17,9.35,6.18,250.2,9.99
2020,1,9,18,0.0,6.38,258.5,9.36
2020,1,9,19,0.0,5.87,266.2,8.94
2020,1,9,20,0.0,4.87,274.2,8.52
2020,1,9,21,0.0,4.01,283.7,8.3
2020,1,9,22,0.0,3.56,296.9,7.98
2020,1,9,23,0.0,3.21,308.8,7.51
2020,1,10,0,0.0,2.67,312.1,7.12
2020,1,10,1,0.0,2.51,313.2,6.49
2020,1,10,2,0.0,3.05,318.2,5.58
2020,1,10,3,0.0,3.74,328.4,4.89
2020,1,10,4,0.0,4.25,341.1,3.84
2020,1,10,5,0.0,4.86,350.9,3.09
2020,1,10,6,0.0,4.82,3.4,2.65
2020,1,10,7,5.53,4.4,15.1,2.66
2020,1,10,8,134.05,3.56,32.4,5.59
2020,1,10,9,324.0,2.44,53.3,8.05
2020,1,10,10,482.15,2.3,21.1,11.61
2020,1,10,11,589.0,2.33,353.8,13.92
2020,1,10,12,628.88,2.43,330.9,15.31
2020,1,10,13,604.85,2.93,317.5,16.05
2020,1,10,14,515.8,3.34,311.8,16.39
2020,1,10,15,371.58,3.36,304.1,16.17
2020,1,10,16,187.0,3.25,285.1,14.06
2020,1,10,17,20.52,3.55,274.0,10.74
2020,1,10,18,0.0,2.97,283.4,10.02
2020,1,10,19,0.0,1.86,305.8,9.65
2020,1,10,20,0.0,1.55,347.3,8.66
2020,1,10,21,0.0,2.33,24.0,7.33
2020,1,10,22,0.0,4.01,42.7,5.7
2020,1,10,23,0.0,6.01,53.5,4.56
2020,1,11,0,0.0,7.59,61.0,3.56
2020,1,11,1,0.0,8.42,66.2,2.89
2020,1,11,2,0.0,9.06,70.2,2.62
2020,1,11,3,0.0,9.25,72.9,2.37
2020,1,11,4,0.0,9.08,75.3,2.05
2020,1,11,5,0.0,8.91,79.9,1.87
2020,1,11,6,0.0,8.71,87.0,1.86
2020,1,11,7,5.5,8.35,94.2,1.99
2020,1,11,8,132.6,7.48,98.6,5.38
2020,1,11,9,321.58,5.4,101.0,8.29
2020,1,11,10,478.92,4.29,134.2,11.6
2020,1,11,11,582.58,3.4,158.3,13.38
2020,1,11,12,622.9,2.93,181.8,14.43
2020,1,11,13,599.62,2.64,210.0,15.06
2020,1,11,14,511.42,2.6,235.0,15.38
2020,1,11,15,368.33,2.29,240.2,15.11
2020,1,11,16,185.57,1.43,227.8,13.72
2020,1,11,17,20.67,0.42,181.4,12.32
2020,1,11,18,0.0,0.76,63.4,11.51
2020,1,11,19,0.0,1.65,44.5,10.14
2020,1,11,20,0.0,2.28,38.4,9.05
2020,1,11,21,0.0,2.76,36.2,8.14
2020,1,11,22,0.0,2.94,40.7,7.58
2020,1,11,23,0.0,2.85,41.0,7.25
2020,1,12,0,0.0,2.71,43.4,6.99
2020,1,12,1,0.0,2.9,44.7,6.47
2020,1,12,2,0.0,3.17,43.7,5.76
2020,1,12,3,0.0,3.44,45.6,5.11
2020,1,12,4,0.0,4.08,56.7,4.1
2020,1,12,5,0.0,5.05,65.1,2.97
2020,1,12,6,0.0,5.65,68.6,2.37
2020,1,12,7,5.82,5.94,72.8,2.18
2020,1,12,8,135.98,5.96,76.1,5.74
2020,1,12,9,325.0,4.42,83.5,9.42
2020,1,12,10,481.08,3.3,114.3,12.66
2020,1,12,11,585.62,2.89,147.7,14.84
2020,1,12,12,625.03,2.57,176.0,16.08
2020,1,12,13,601.85,2.22,200.3,16.64
2020,1,12,14,466.81,1.9,235.1,16.86
2020,1,12,15,330.01,1.84,266.0,16.5
2020,1,12,16,161.27,1.47,294.1,14.79
2020,1,12,17,18.47,1.22,341.4,12.91
2020,1,12,18,0.0,1.73,18.5,11.81
2020,1,12,19,0.0,2.4,36.9,10.54
2020,1,12,20,0.0,2.88,50.2,9.61
2020,1,12,21,0.0,2.97,57.9,8.96
2020,1,12,22,0.0,2.75,66.4,8.73
2020,1,12,23,0.0,2.71,90.4,8.35
2020,1,13,0,0.0,2.91,111.4,7.66
2020,1,13,1,0.0,3.06,117.8,6.9
2020,1,13,2,0.0,3.01,114.9,6.24
2020,1,13,3,0.0,3.02,109.8,5.59
2020,1,13,4,0.0,3.45,106.2,4.68
2020,1,13,5,0.0,4.11,103.5,3.81
2020,1,13,6,0.0,4.69,100.8,3.19
2020,1,13,7,6.07,5.24,98.6,2.96
2020,1,13,8,138.75,5.66,98.8,6.46
2020,1,13,9,329.88,4.59,101.1,10.29
2020,1,13,10,488.85,2.96,108.7,13.45
2020,1,13,11,592.2,1.29,135.6,16.24
2020,1,13,12,633.62,1.43,188.5,17.61
2020,1,13,13,611.45,1.92,199.8,18.17
2020,1,13,14,523.03,1.97,202.4,18.33
2020,1,13,15,379.05,1.6,200.9,17.94
2020,1,13,16,194.4,0.92,210.7,16.44
2020,1,13,17,23.62,0.49,324.1,14.67
2020,1,13,18,0.0,1.67,12.5,13.23
2020,1,13,19,0.0,2.84,29.1,11.53
2020,1,13,20,0.0,3.62,43.2,10.15
2020,1,13,21,0.0,4.01,59.9,9.22
2020,1,13,22,0.0,4.18,76.3,8.65
2020,1,13,23,0.0,4.14,89.4,8.33
2020,1,14,0,0.0,4.18,97.8,7.93
2020,1,14,1,0.0,4.48,101.9,7.22
2020,1,14,2,0.0,5.18,101.6,6.08
2020,1,14,3,0.0,6.03,98.7,5.17
2020,1,14,4,0.0,6.68,95.2,4.67
2020,1,14,5,0.0,7.09,91.9,4.39
2020,1,14,6,0.0,7.19,90.6,4.22
2020,1,14,7,6.03,6.83,88.7,4.31
2020,1,14,8,136.6,6.24,87.9,8.19
2020,1,14,9,320.3,4.88,94.8,12.52
2020,1,14,10,474.48,3.94,127.6,15.55
2020,1,14,11,572.2,3.28,152.6,17.66
2020,1,14,12,622.83,2.63,185.0,19.09
2020,1,14,13,584.53,2.12,218.5,19.83
2020,1,14,14,488.8,1.61,237.7,20.05
2020,1,14,15,332.1,1.61,236.1,19.67
2020,1,14,16,166.52,1.59,236.0,17.59
2020,1,14,17,18.95,1.15,241.4,15.74
2020,1,14,18,0.0,0.46,227.6,15.53
2020,1,14,19,0.0,0.36,72.1,15.02
2020,1,14,20,0.0,1.16,55.2,13.98
2020,1,14,21,0.0,1.94,50.0,12.72
2020,1,14,22,0.0,2.56,52.1,11.8
2020,1,14,23,0.0,2.63,61.1,11.28
2020,1,15,0,0.0,2.83,76.3,10.63
2020,1,15,1,0.0,3.56,83.2,9.5
2020,1,15,2,0.0,4.49,83.3,8.1
2020,1,15,3,0.0,5.12,82.0,7.02
2020,1,15,4,0.0,5.39,80.8,6.38
2020,1,15,5,0.0,5.42,79.9,6.03
2020,1,15,6,0.0,5.36,76.0,5.83
2020,1,15,7,5.03,5.4,70.8,5.86
2020,1,15,8,112.8,5.46,68.5,9.2
2020,1,15,9,286.3,4.5,69.0,13.86
2020,1,15,10,437.77,2.44,77.4,17.0
2020,1,15,11,533.05,1.49,121.2,19.53
2020,1,15,12,541.4,1.6,157.9,20.81
2020,1,15,13,405.6,1.79,177.1,21.47
2020,1,15,14,342.25,2.06,190.7,21.31
2020,1,15,15,233.52,2.06,209.3,20.58
2020,1,15,16,106.57,2.36,250.7,17.95
2020,1,15,17,13.05,2.98,282.6,14.97
2020,1,15,18,0.0,3.5,310.6,13.26
2020,1,15,19,0.0,3.66,336.8,12.29
2020,1,15,20,0.0,3.59,6.4,11.83
2020,1,15,21,0.0,3.52,33.4,11.77
2020,1,15,22,0.0,3.31,57.5,11.92
2020,1,15,23,0.0,3.03,75.5,12.04
2020,1,16,0,0.0,2.66,88.7,12.04
2020,1,16,1,0.0,2.66,96.0,11.67
2020,1,16,2,0.0,2.8,99.9,11.24
2020,1,16,3,0.0,3.16,99.5,10.55
2020,1,16,4,0.0,3.77,97.2,9.52
2020,1,16,5,0.0,4.33,95.7,8.52
2020,1,16,6,0.0,4.79,94.7,7.7
2020,1,16,7,2.83,5.01,94.6,7.39
2020,1,16,8,47.47,5.29,93.8,10.52
2020,1,16,9,113.8,4.73,99.7,14.62
2020,1,16,10,169.65,4.3,124.3,16.97
2020,1,16,11,217.35,4.7,140.8,18.43
2020,1,16,12,273.33,5.25,153.5,19.2
2020,1,16,13,356.9,5.29,160.1,19.13
2020,1,16,14,388.98,4.57,161.0,18.84
2020,1,16,15,281.62,4.1,162.8,18.35
2020,1,16,16,144.9,4.1,164.7,15.79
2020,1,16,17,20.52,5.05,167.1,12.78
2020,1,16,18,0.0,6.5,166.8,10.94
2020,1,16,19,0.0,7.32,158.3,9.29
2020,1,16,20,0.0,7.43,147.0,8.11
2020,1,16,21,0.0,6.5,137.1,7.29
2020,1,16,22,0.0,5.2,125.7,7.0
2020,1,16,23,0.0,4.61,113.8,7.02
2020,1,17,0,0.0,4.6,113.7,6.94
2020,1,17,1,0.0,4.85,124.2,6.78
2020,1,17,2,0.0,5.14,139.6,6.67
2020,1,17,3,0.0,4.46,158.8,6.98
2020,1,17,4,0.0,3.92,180.1,6.66
2020,1,17,5,0.0,4.14,189.7,5.69
2020,1,17,6,0.0,4.16,192.5,5.06
2020,1,17,7,6.2,3.84,190.2,4.95
2020,1,17,8,132.93,3.02,185.5,7.81
2020,1,17,9,320.05,1.85,197.0,10.14
2020,1,17,10,474.08,2.33,247.3,13.36
2020,1,17,11,580.8,2.89,268.2,15.57
2020,1,17,12,634.33,2.94,273.1,16.68
2020,1,17,13,611.8,2.91,274.1,17.33
2020,1,17,14,524.5,2.41,273.1,17.56
2020,1,17,15,383.35,1.8,270.3,17.26
2020,1,17,16,202.5,1.56,248.2,15.84
2020,1,17,17,28.77,2.28,235.0,12.74
2020,1,17,18,0.0,2.41,242.8,11.64
2020,1,17,19,0.0,1.82,245.7,11.48
2020,1,17,20,0.0,0.93,260.1,11.6
2020,1,17,21,0.0,1.18,353.7,11.09
2020,1,17,22,0.0,2.74,34.0,9.22
2020,1,17,23,0.0,4.36,52.6,7.49
2020,1,18,0,0.0,5.84,60.0,6.32
2020,1,18,1,0.0,7.07,61.3,5.55
2020,1,18,2,0.0,7.68,57.0,5.06
2020,1,18,3,0.0,7.98,50.5,4.66
2020,1,18,4,0.0,8.16,48.0,4.3
2020,1,18,5,0.0,8.19,49.1,3.97
2020,1,18,6,0.0,8.12,51.9,3.77
2020,1,18,7,6.53,7.85,55.2,3.95
2020,1,18,8,139.62,6.89,59.9,7.5
2020,1,18,9,329.95,4.7,63.6,10.29
2020,1,18,10,488.58,4.09,77.6,14.09
2020,1,18,11,593.53,3.73,86.2,17.87
2020,1,18,12,636.33,3.39,80.8,19.78
2020,1,18,13,615.33,3.08,72.0,20.96
2020,1,18,14,531.42,2.6,63.5,21.62
2020,1,18,15,388.62,2.03,52.6,21.57
2020,1,18,16,205.38,1.17,356.1,19.84
2020,1,18,17,30.05,2.26,331.5,16.63
2020,1,18,18,0.0,3.72,351.5,13.79
2020,1,18,19,0.0,5.76,10.9,11.09
2020,1,18,20,0.0,7.83,28.9,9.99
2020,1,18,21,0.0,9.21,41.0,9.36
2020,1,18,22,0.0,9.87,49.2,9.11
2020,1,18,23,0.0,10.18,54.8,8.75
2020,1,19,0,0.0,10.24,58.1,8.38
2020,1,19,1,0.0,9.97,57.3,8.01
2020,1,19,2,0.0,9.83,51.9,7.78
2020,1,19,3,0.0,9.99,46.9,7.61
2020,1,19,4,0.0,10.03,45.7,7.58
2020,1,19,5,0.0,9.95,46.7,7.79
2020,1,19,6,0.0,9.85,48.6,7.77
2020,1,19,7,6.28,9.77,49.4,7.74
2020,1,19,8,132.77,8.6,51.4,9.8
2020,1,19,9,320.42,6.78,51.9,12.83
2020,1,19,10,481.15,6.74,65.2,17.29
2020,1,19,11,596.17,6.51,79.4,21.03
2020,1,19,12,635.35,5.41,81.6,23.07
2020,1,19,13,612.92,4.19,79.1,24.21
2020,1,19,14,509.33,3.33,76.3,24.63
2020,1,19,15,374.4,2.68,71.7,24.24
2020,1,19,16,174.43,2.23,59.5,21.96
2020,1,19,17,22.08,2.8,43.3,19.0
2020,1,19,18,0.0,4.44,35.2,15.77
2020,1,19,19,0.0,7.14,42.4,13.37
2020,1,19,20,0.0,9.78,52.5,12.89
2020,1,19,21,0.0,10.32,56.4,12.47
2020,1,19,22,0.0,10.18,58.6,11.98
2020,1,19,23,0.0,9.74,58.0,11.6
2020,1,20,0,0.0,9.86,58.4,11.01
2020,1,20,1,0.0,10.2,62.1,10.89
2020,1,20,2,0.0,9.87,62.6,11.8
2020,1,20,3,0.0,9.42,59.2,11.47
2020,1,20,4,0.0,9.66,58.8,11.5
2020,1,20,5,0.0,9.91,62.5,11.78
2020,1,20,6,0.0,10.15,67.4,11.96
2020,1,20,7,4.9,10.33,72.5,12.41
2020,1,20,8,95.9,9.87,77.2,13.67
2020,1,20,9,251.18,8.88,82.0,15.67
2020,1,20,10,397.12,10.15,99.4,18.37
2020,1,20,11,391.1,9.19,112.8,20.95
2020,1,20,12,332.73,7.57,123.7,22.51
2020,1,20,13,203.93,5.94,134.0,22.85
2020,1,20,14,141.45,4.14,141.6,23.33
2020,1,20,15,101.47,2.88,133.2,22.88
2020,1,20,16,52.92,1.81,123.1,20.44
2020,1,20,17,8.3,1.79,118.4,18.84
2020,1,20,18,0.0,2.27,115.5,17.98
2020,1,20,19,0.0,3.55,122.3,16.8
2020,1,20,20,0.0,4.78,138.1,15.77
2020,1,20,21,0.0,5.41,135.5,15.06
2020,1,20,22,0.0,5.31,134.0,14.54
2020,1,20,23,0.0,4.48,140.0,14.21
2020,1,21,0,0.0,4.22,144.0,13.95
2020,1,21,1,0.0,5.13,142.9,13.35
2020,1,21,2,0.0,4.95,153.0,13.04
2020,1,21,3,0.0,4.3,162.8,12.69
2020,1,21,4,0.0,3.84,163.8,12.19
2020,1,21,5,0.0,3.57,160.3,11.64
2020,1,21,6,0.0,3.41,153.5,11.1
2020,1,21,7,1.95,2.66,157.2,10.88
2020,1,21,8,34.28,2.57,153.6,11.53
2020,1,21,9,95.25,2.49,161.3,12.7
2020,1,21,10,150.5,2.63,184.4,14.48
2020,1,21,11,169.5,2.85,190.7,15.48
2020,1,21,12,193.3,3.19,205.0,15.87
2020,1,21,13,172.15,3.24,220.0,15.67
2020,1,21,14,262.85,3.07,235.2,15.44
2020,1,21,15,180.35,3.04,251.0,14.79
2020,1,21,16,97.57,3.45,260.3,13.72
2020,1,21,17,13.57,3.69,271.2,12.44
2020,1,21,18,0.0,3.1,281.9,11.71
2020,1,21,19,0.0,2.03,292.6,11.24
2020,1,21,20,0.0,1.43,307.9,11.03
2020,1,21,21,0.0,1.41,310.7,10.99
2020,1,21,22,0.0,1.31,307.6,10.95
2020,1,21,23,0.0,1.13,294.5,10.87
2020,1,22,0,0.0,1.19,280.2,10.76
2020,1,22,1,0.0,1.73,275.6,10.49
2020,1,22,2,0.0,2.06,279.8,10.22
2020,1,22,3,0.0,2.02,282.6,9.99
2020,1,22,4,0.0,2.14,289.4,9.73
2020,1,22,5,0.0,2.4,297.8,9.31
2020,1,22,6,0.0,2.24,310.7,9.13
2020,1,22,7,5.97,1.54,322.4,9.01
2020,1,22,8,119.3,1.05,317.7,10.21
2020,1,22,9,281.4,1.37,288.3,12.28
2020,1,22,10,417.02,1.47,270.8,14.18
2020,1,22,11,514.08,1.27,264.6,15.77
2020,1,22,12,603.85,1.04,252.6,16.81
2020,1,22,13,601.7,1.19,236.3,17.54
2020,1,22,14,520.55,1.46,226.1,17.86
2020,1,22,15,378.5,1.8,217.6,17.5
2020,1,22,16,200.85,2.82,207.7,16.26
2020,1,22,17,32.28,3.99,201.7,13.42
2020,1,22,18,0.0,3.62,201.0,11.99
2020,1,22,19,0.0,2.23,203.2,11.68
2020,1,22,20,0.0,0.82,205.3,12.05
2020,1,22,21,0.0,0.23,85.0,11.87
2020,1,22,22,0.0,0.87,54.8,11.1
2020,1,22,23,0.0,1.5,41.8,10.53
2020,1,23,0,0.0,2.3,35.3,9.5
2020,1,23,1,0.0,3.34,36.4,8.31
2020,1,23,2,0.0,4.12,35.8,7.58
2020,1,23,3,0.0,5.04,36.7,6.92
2020,1,23,4,0.0,5.87,40.0,6.28
2020,1,23,5,0.0,6.55,43.6,5.78
2020,1,23,6,0.0,7.08,47.3,5.46
2020,1,23,7,7.15,7.25,49.1,5.72
2020,1,23,8,139.8,6.35,53.6,9.19
2020,1,23,9,328.25,5.06,62.2,12.13
2020,1,23,10,487.15,4.69,78.6,15.95
2020,1,23,11,595.78,3.27,92.8,18.73
2020,1,23,12,639.85,2.12,99.2,20.32
2020,1,23,13,621.4,1.04,99.4,21.24
2020,1,23,14,539.67,0.19,96.0,21.67
2020,1,23,15,398.73,0.51,272.2,21.43
